loan_amnt,term,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,application_type,mort_acc,pub_rec_bankruptcies,target_default,issue_year
5000.0, 36 months,9 years,MORTGAGE,78000.0,Not Verified,Dec-2015,debt_consolidation,TX,21.21,700.0,704.0,1.0,19.0,0.0,34764.0,54.3,21.0,Individual,1.0,0.0,0,2015
20400.0, 60 months,2 years,MORTGAGE,75000.0,Source Verified,Dec-2015,credit_card,AR,38.65,725.0,729.0,0.0,22.0,0.0,24345.0,42.6,49.0,Individual,3.0,0.0,0,2015
8000.0, 36 months,,MORTGAGE,33130.0,Not Verified,Dec-2015,debt_consolidation,LA,11.52,665.0,669.0,1.0,18.0,0.0,7610.0,27.4,26.0,Individual,1.0,0.0,1,2015
16000.0, 36 months,3 years,RENT,87500.0,Not Verified,Dec-2015,debt_consolidation,IL,13.74,695.0,699.0,0.0,13.0,0.0,21151.0,83.9,17.0,Individual,0.0,0.0,0,2015
18000.0, 36 months,10+ years,MORTGAGE,80000.0,Not Verified,Dec-2015,debt_consolidation,PA,15.56,740.0,744.0,0.0,5.0,0.0,20724.0,82.6,6.0,Individual,1.0,0.0,1,2015
35000.0, 36 months,1 year,RENT,105000.0,Source Verified,Dec-2015,debt_consolidation,FL,25.07,690.0,694.0,0.0,11.0,0.0,92939.0,85.0,26.0,Individual,1.0,0.0,0,2015
13150.0, 36 months,1 year,RENT,40000.0,Not Verified,Dec-2015,major_purchase,TX,20.25,765.0,769.0,0.0,13.0,0.0,11221.0,20.1,17.0,Individual,0.0,0.0,0,2015
5600.0, 36 months,8 years,RENT,48000.0,Source Verified,Dec-2015,credit_card,TX,19.85,660.0,664.0,0.0,8.0,0.0,12503.0,64.8,68.0,Individual,1.0,0.0,0,2015
23000.0, 36 months,9 years,MORTGAGE,90247.0,Not Verified,Dec-2015,credit_card,VA,17.09,680.0,684.0,0.0,11.0,0.0,21039.0,41.3,25.0,Individual,2.0,0.0,0,2015
12600.0, 60 months,1 year,MORTGAGE,175000.0,Not Verified,Dec-2015,credit_card,MD,11.75,690.0,694.0,0.0,14.0,1.0,16659.0,47.5,25.0,Individual,4.0,1.0,0,2015
11000.0, 36 months,8 years,MORTGAGE,55000.0,Source Verified,Dec-2015,debt_consolidation,IL,16.85,735.0,739.0,0.0,6.0,0.0,5739.0,61.1,14.0,Individual,3.0,0.0,0,2015
4000.0, 36 months,3 years,RENT,41501.0,Source Verified,Dec-2015,debt_consolidation,NY,12.9,685.0,689.0,0.0,8.0,0.0,8485.0,36.3,12.0,Individual,0.0,0.0,0,2015
20000.0, 36 months,5 years,RENT,60000.0,Not Verified,Dec-2015,debt_consolidation,VA,22.62,685.0,689.0,2.0,10.0,0.0,29929.0,61.5,20.0,Individual,0.0,0.0,0,2015
10000.0, 36 months,10+ years,MORTGAGE,59307.0,Not Verified,Dec-2015,credit_card,OH,32.7,690.0,694.0,1.0,17.0,0.0,24399.0,59.5,30.0,Individual,1.0,0.0,0,2015
18850.0, 36 months,< 1 year,MORTGAGE,55000.0,Not Verified,Dec-2015,debt_consolidation,NV,15.56,700.0,704.0,2.0,11.0,0.0,6069.0,38.4,26.0,Individual,8.0,0.0,1,2015
21000.0, 60 months,10+ years,MORTGAGE,82000.0,Not Verified,Dec-2015,debt_consolidation,NY,15.07,730.0,734.0,0.0,18.0,0.0,27092.0,35.0,34.0,Individual,2.0,0.0,0,2015
10500.0, 36 months,4 years,MORTGAGE,60000.0,Not Verified,Dec-2015,debt_consolidation,WV,15.39,685.0,689.0,0.0,13.0,1.0,10760.0,62.6,19.0,Individual,5.0,0.0,0,2015
4575.0, 36 months,5 years,RENT,56000.0,Not Verified,Dec-2015,house,NJ,10.03,665.0,669.0,1.0,12.0,0.0,2380.0,27.0,17.0,Individual,1.0,0.0,1,2015
5000.0, 36 months,1 year,RENT,17000.0,Source Verified,Dec-2015,other,NH,27.9,690.0,694.0,1.0,8.0,0.0,6378.0,44.3,11.0,Individual,0.0,0.0,0,2015
8000.0, 36 months,,MORTGAGE,45000.0,Not Verified,Dec-2015,home_improvement,RI,15.15,790.0,794.0,0.0,12.0,0.0,5890.0,23.7,26.0,Individual,1.0,0.0,0,2015
5000.0, 36 months,1 year,RENT,30000.0,Source Verified,Dec-2015,debt_consolidation,MD,9.16,675.0,679.0,0.0,12.0,2.0,5426.0,28.3,15.0,Individual,0.0,0.0,1,2015
9075.0, 36 months,10+ years,MORTGAGE,40000.0,Not Verified,Dec-2015,credit_card,MT,8.39,815.0,819.0,0.0,15.0,0.0,12854.0,16.3,26.0,Individual,3.0,0.0,0,2015
12500.0, 36 months,10+ years,RENT,52000.0,Not Verified,Dec-2015,credit_card,CA,6.83,705.0,709.0,0.0,5.0,0.0,10009.0,80.7,7.0,Individual,0.0,0.0,0,2015
19600.0, 60 months,8 years,MORTGAGE,80000.0,Source Verified,Dec-2015,debt_consolidation,NH,18.99,710.0,714.0,1.0,15.0,0.0,11038.0,81.1,26.0,Individual,2.0,0.0,1,2015
35000.0, 36 months,2 years,MORTGAGE,90000.0,Source Verified,Dec-2015,debt_consolidation,FL,10.97,740.0,744.0,0.0,5.0,0.0,2193.0,12.3,7.0,Individual,1.0,0.0,0,2015
28000.0, 60 months,1 year,MORTGAGE,75000.0,Not Verified,Dec-2015,debt_consolidation,GA,24.83,685.0,689.0,0.0,16.0,0.0,18002.0,72.0,23.0,Individual,3.0,0.0,0,2015
14000.0, 60 months,1 year,RENT,45500.0,Not Verified,Dec-2015,debt_consolidation,TX,19.24,690.0,694.0,0.0,10.0,0.0,6297.0,25.9,12.0,Individual,0.0,0.0,1,2015
16000.0, 36 months,,MORTGAGE,99906.0,Not Verified,Dec-2015,credit_card,NY,6.97,660.0,664.0,1.0,10.0,1.0,12632.0,69.8,26.0,Individual,4.0,0.0,0,2015
14000.0, 36 months,4 years,RENT,120000.0,Not Verified,Dec-2015,debt_consolidation,CA,6.73,775.0,779.0,0.0,13.0,0.0,15686.0,16.9,20.0,Individual,0.0,0.0,0,2015
24000.0, 36 months,8 years,MORTGAGE,72000.0,Not Verified,Dec-2015,debt_consolidation,TX,22.8,715.0,719.0,0.0,16.0,0.0,20014.0,34.3,52.0,Individual,0.0,0.0,0,2015
35000.0, 36 months,6 years,OWN,75000.0,Source Verified,Dec-2015,debt_consolidation,FL,18.19,685.0,689.0,0.0,17.0,0.0,22755.0,69.6,32.0,Individual,1.0,0.0,0,2015
8000.0, 36 months,< 1 year,RENT,21610.0,Verified,Dec-2015,credit_card,TN,31.06,705.0,709.0,0.0,9.0,0.0,8898.0,48.4,10.0,Individual,0.0,0.0,0,2015
3600.0, 36 months,1 year,RENT,25000.0,Source Verified,Dec-2015,debt_consolidation,PA,26.45,710.0,714.0,0.0,23.0,0.0,4419.0,30.7,39.0,Individual,0.0,0.0,0,2015
10500.0, 36 months,10+ years,MORTGAGE,110000.0,Not Verified,Dec-2015,debt_consolidation,CA,30.73,660.0,664.0,1.0,19.0,0.0,28822.0,81.2,38.0,Individual,4.0,0.0,0,2015
3000.0, 36 months,10+ years,MORTGAGE,105000.0,Verified,Dec-2015,home_improvement,CA,12.09,685.0,689.0,1.0,11.0,0.0,5560.0,57.9,22.0,Individual,2.0,0.0,0,2015
16000.0, 36 months,2 years,RENT,43000.0,Source Verified,Dec-2015,credit_card,NY,17.11,675.0,679.0,0.0,13.0,0.0,10130.0,51.2,16.0,Individual,0.0,0.0,0,2015
8000.0, 36 months,10+ years,MORTGAGE,57000.0,Not Verified,Dec-2015,debt_consolidation,PA,25.01,740.0,744.0,0.0,19.0,0.0,15916.0,41.1,31.0,Individual,2.0,0.0,0,2015
19500.0, 36 months,< 1 year,RENT,85000.0,Not Verified,Dec-2015,debt_consolidation,CA,13.74,730.0,734.0,0.0,8.0,0.0,18662.0,70.7,20.0,Individual,0.0,0.0,0,2015
2000.0, 36 months,8 years,MORTGAGE,140000.0,Source Verified,Dec-2015,other,SC,6.78,845.0,850.0,1.0,7.0,0.0,4110.0,6.8,16.0,Individual,2.0,0.0,0,2015
16000.0, 36 months,8 years,MORTGAGE,96000.0,Not Verified,Dec-2015,debt_consolidation,MN,14.45,725.0,729.0,1.0,23.0,0.0,21922.0,29.8,38.0,Individual,6.0,0.0,0,2015
3500.0, 36 months,8 years,MORTGAGE,122400.0,Source Verified,Dec-2015,vacation,CA,17.97,660.0,664.0,2.0,16.0,3.0,27242.0,58.6,30.0,Individual,5.0,1.0,0,2015
24000.0, 36 months,3 years,OWN,95000.0,Verified,Dec-2015,debt_consolidation,IL,26.89,675.0,679.0,1.0,9.0,0.0,18255.0,102.0,12.0,Individual,0.0,0.0,0,2015
6000.0, 36 months,2 years,OWN,120000.0,Not Verified,Dec-2015,credit_card,NY,3.98,780.0,784.0,0.0,14.0,0.0,7763.0,19.4,21.0,Individual,0.0,0.0,0,2015
24000.0, 36 months,9 years,MORTGAGE,100000.0,Not Verified,Dec-2015,debt_consolidation,MI,26.83,675.0,679.0,0.0,21.0,0.0,35994.0,56.4,39.0,Individual,1.0,0.0,0,2015
14875.0, 60 months,3 years,RENT,37231.0,Verified,Dec-2015,debt_consolidation,TN,36.3,665.0,669.0,3.0,24.0,1.0,4665.0,27.9,49.0,Individual,1.0,1.0,1,2015
10000.0, 36 months,7 years,RENT,45000.0,Not Verified,Dec-2015,other,MD,37.55,685.0,689.0,0.0,19.0,1.0,8339.0,24.4,40.0,Individual,2.0,1.0,0,2015
15000.0, 36 months,2 years,MORTGAGE,93000.0,Not Verified,Dec-2015,credit_card,MA,14.86,755.0,759.0,1.0,8.0,0.0,14914.0,43.2,17.0,Individual,1.0,0.0,0,2015
10000.0, 36 months,10+ years,RENT,68000.0,Not Verified,Dec-2015,credit_card,IN,14.61,730.0,734.0,0.0,11.0,0.0,15206.0,46.6,32.0,Individual,5.0,0.0,0,2015
24000.0, 60 months,10+ years,RENT,97000.0,Verified,Dec-2015,debt_consolidation,CO,7.23,685.0,689.0,0.0,14.0,0.0,16424.0,52.5,38.0,Individual,1.0,0.0,0,2015
23525.0, 60 months,5 years,MORTGAGE,70000.0,Not Verified,Dec-2015,debt_consolidation,NJ,13.33,675.0,679.0,0.0,13.0,1.0,28738.0,90.9,22.0,Individual,2.0,0.0,0,2015
11000.0, 36 months,10+ years,RENT,297000.0,Verified,Dec-2015,other,MD,12.69,670.0,674.0,1.0,12.0,0.0,34746.0,61.9,33.0,Individual,7.0,0.0,0,2015
24000.0, 36 months,2 years,MORTGAGE,210000.0,Source Verified,Dec-2015,debt_consolidation,MN,20.16,690.0,694.0,1.0,18.0,0.0,16417.0,65.1,35.0,Individual,1.0,0.0,0,2015
16000.0, 36 months,10+ years,MORTGAGE,140000.0,Not Verified,Dec-2015,credit_card,TX,14.68,670.0,674.0,0.0,19.0,0.0,28430.0,77.3,25.0,Individual,2.0,0.0,0,2015
15000.0, 60 months,5 years,RENT,90000.0,Verified,Dec-2015,debt_consolidation,NY,17.07,685.0,689.0,1.0,20.0,0.0,20125.0,62.0,25.0,Individual,0.0,0.0,1,2015
5000.0, 36 months,8 years,MORTGAGE,60000.0,Not Verified,Dec-2015,debt_consolidation,GA,19.56,675.0,679.0,0.0,13.0,0.0,15996.0,50.8,19.0,Individual,3.0,0.0,1,2015
15000.0, 36 months,3 years,OWN,85000.0,Source Verified,Dec-2015,credit_card,IN,10.14,685.0,689.0,0.0,16.0,0.0,8768.0,44.7,21.0,Individual,0.0,0.0,0,2015
15000.0, 36 months,10+ years,RENT,60000.0,Not Verified,Dec-2015,credit_card,OH,25.56,720.0,724.0,2.0,19.0,0.0,15448.0,25.5,53.0,Individual,3.0,0.0,0,2015
3500.0, 36 months,10+ years,RENT,105000.0,Verified,Dec-2015,other,CA,17.65,665.0,669.0,0.0,9.0,0.0,22712.0,78.9,19.0,Individual,0.0,0.0,0,2015
20000.0, 36 months,2 years,RENT,130000.0,Source Verified,Dec-2015,debt_consolidation,NY,12.77,715.0,719.0,0.0,8.0,0.0,12187.0,36.5,13.0,Individual,0.0,0.0,0,2015
35000.0, 60 months,9 years,MORTGAGE,132500.0,Source Verified,Dec-2015,debt_consolidation,TX,14.48,670.0,674.0,1.0,16.0,0.0,27946.0,83.9,25.0,Individual,5.0,0.0,0,2015
2000.0, 36 months,10+ years,MORTGAGE,180000.0,Not Verified,Dec-2015,other,IL,12.66,665.0,669.0,0.0,10.0,0.0,4016.0,75.8,32.0,Individual,3.0,0.0,0,2015
12000.0, 36 months,2 years,RENT,39500.0,Verified,Dec-2015,credit_card,TX,25.43,725.0,729.0,0.0,9.0,0.0,9332.0,65.7,10.0,Individual,0.0,0.0,0,2015
8000.0, 36 months,1 year,MORTGAGE,80000.0,Not Verified,Dec-2015,credit_card,PA,18.92,740.0,744.0,1.0,17.0,0.0,5387.0,36.2,25.0,Individual,2.0,0.0,0,2015
10000.0, 36 months,10+ years,MORTGAGE,92000.0,Source Verified,Dec-2015,debt_consolidation,WA,10.55,680.0,684.0,0.0,8.0,0.0,9560.0,54.6,27.0,Individual,5.0,0.0,1,2015
35000.0, 36 months,10+ years,RENT,100000.0,Source Verified,Dec-2015,debt_consolidation,CA,19.43,665.0,669.0,0.0,12.0,0.0,31610.0,80.6,22.0,Individual,5.0,0.0,0,2015
25600.0, 60 months,3 years,OWN,150000.0,Not Verified,Dec-2015,debt_consolidation,TX,10.88,740.0,744.0,0.0,10.0,0.0,15837.0,31.9,39.0,Individual,2.0,0.0,0,2015
4325.0, 36 months,10+ years,OWN,90000.0,Not Verified,Dec-2015,major_purchase,VA,16.96,730.0,734.0,1.0,17.0,1.0,15676.0,37.8,23.0,Individual,3.0,1.0,0,2015
6000.0, 36 months,10+ years,OWN,48000.0,Not Verified,Dec-2015,credit_card,FL,33.78,760.0,764.0,0.0,18.0,0.0,7204.0,26.6,30.0,Individual,0.0,0.0,0,2015
18200.0, 60 months,8 years,RENT,65000.0,Not Verified,Dec-2015,credit_card,GA,29.28,660.0,664.0,1.0,27.0,1.0,7411.0,59.8,38.0,Individual,2.0,1.0,1,2015
10000.0, 36 months,3 years,RENT,54000.0,Not Verified,Dec-2015,credit_card,MN,19.38,700.0,704.0,0.0,11.0,0.0,13447.0,65.3,18.0,Individual,0.0,0.0,0,2015
30000.0, 60 months,5 years,MORTGAGE,81000.0,Source Verified,Dec-2015,debt_consolidation,MD,12.03,725.0,729.0,0.0,12.0,0.0,18471.0,52.5,18.0,Individual,2.0,0.0,0,2015
13200.0, 36 months,2 years,MORTGAGE,150000.0,Not Verified,Dec-2015,home_improvement,TX,15.45,740.0,744.0,0.0,14.0,0.0,42605.0,27.7,30.0,Individual,12.0,0.0,0,2015
10000.0, 36 months,5 years,RENT,220000.0,Not Verified,Dec-2015,debt_consolidation,IL,4.76,710.0,714.0,1.0,8.0,1.0,6666.0,47.6,14.0,Individual,2.0,1.0,0,2015
3000.0, 36 months,5 years,MORTGAGE,75000.0,Source Verified,Dec-2015,debt_consolidation,TX,22.82,665.0,669.0,0.0,13.0,0.0,11907.0,56.4,25.0,Individual,2.0,0.0,0,2015
20000.0, 36 months,10+ years,OWN,96000.0,Not Verified,Dec-2015,debt_consolidation,FL,19.04,765.0,769.0,0.0,9.0,0.0,8516.0,37.8,14.0,Individual,0.0,0.0,0,2015
13875.0, 60 months,10+ years,MORTGAGE,32500.0,Source Verified,Dec-2015,credit_card,LA,23.53,710.0,714.0,0.0,7.0,0.0,10580.0,81.4,15.0,Individual,1.0,0.0,0,2015
18000.0, 36 months,10+ years,MORTGAGE,76000.0,Verified,Dec-2015,debt_consolidation,TX,14.4,755.0,759.0,0.0,20.0,0.0,19182.0,26.9,41.0,Individual,4.0,0.0,0,2015
15225.0, 36 months,3 years,OWN,40000.0,Not Verified,Dec-2015,debt_consolidation,AL,21.21,685.0,689.0,3.0,12.0,1.0,5278.0,31.0,30.0,Individual,0.0,0.0,1,2015
16000.0, 60 months,6 years,RENT,65000.0,Not Verified,Dec-2015,debt_consolidation,FL,21.16,705.0,709.0,0.0,13.0,1.0,12669.0,53.9,18.0,Individual,2.0,1.0,1,2015
21000.0, 60 months,7 years,RENT,125000.0,Not Verified,Dec-2015,other,CA,6.2,750.0,754.0,2.0,16.0,0.0,4994.0,3.2,21.0,Individual,0.0,0.0,1,2015
13000.0, 60 months,< 1 year,RENT,40000.0,Verified,Dec-2015,debt_consolidation,HI,16.74,660.0,664.0,1.0,6.0,0.0,18114.0,100.6,17.0,Individual,0.0,0.0,1,2015
20000.0, 36 months,5 years,OWN,120000.0,Not Verified,Dec-2015,major_purchase,CA,4.99,705.0,709.0,1.0,19.0,0.0,1801.0,2.5,31.0,Individual,2.0,0.0,0,2015
31075.0, 36 months,10+ years,RENT,70000.0,Source Verified,Dec-2015,credit_card,GA,17.18,725.0,729.0,1.0,10.0,0.0,31640.0,48.6,28.0,Individual,3.0,0.0,0,2015
18000.0, 36 months,10+ years,OWN,120000.0,Not Verified,Dec-2015,credit_card,CO,14.88,710.0,714.0,0.0,7.0,0.0,41266.0,63.5,13.0,Individual,3.0,0.0,0,2015
5000.0, 36 months,,MORTGAGE,74967.0,Verified,Dec-2015,other,WY,33.39,685.0,689.0,0.0,9.0,1.0,8770.0,58.5,35.0,Individual,7.0,1.0,0,2015
4675.0, 36 months,< 1 year,MORTGAGE,13000.0,Not Verified,Dec-2015,credit_card,MI,34.07,675.0,679.0,1.0,6.0,0.0,3394.0,44.1,23.0,Individual,0.0,0.0,0,2015
6000.0, 36 months,4 years,MORTGAGE,85140.0,Not Verified,Dec-2015,debt_consolidation,CA,14.42,710.0,714.0,0.0,11.0,0.0,11210.0,57.5,12.0,Individual,1.0,0.0,0,2015
12000.0, 60 months,10+ years,MORTGAGE,90000.0,Not Verified,Dec-2015,debt_consolidation,CA,12.62,660.0,664.0,0.0,11.0,1.0,8275.0,30.6,30.0,Individual,4.0,1.0,0,2015
13000.0, 60 months,10+ years,RENT,115000.0,Not Verified,Dec-2015,home_improvement,AZ,9.9,700.0,704.0,0.0,9.0,0.0,16440.0,45.2,21.0,Individual,2.0,0.0,0,2015
1800.0, 36 months,10+ years,RENT,50000.0,Not Verified,Dec-2015,other,NY,20.38,660.0,664.0,0.0,9.0,0.0,10140.0,95.7,15.0,Individual,0.0,0.0,0,2015
4475.0, 36 months,10+ years,RENT,114000.0,Not Verified,Dec-2015,credit_card,TN,8.36,670.0,674.0,2.0,5.0,1.0,5153.0,44.0,40.0,Individual,1.0,1.0,0,2015
14400.0, 36 months,8 years,MORTGAGE,70000.0,Not Verified,Dec-2015,debt_consolidation,NC,16.32,695.0,699.0,1.0,21.0,0.0,14446.0,74.8,26.0,Individual,1.0,0.0,0,2015
5875.0, 36 months,5 years,RENT,70000.0,Not Verified,Dec-2015,debt_consolidation,CA,9.53,670.0,674.0,0.0,9.0,1.0,5814.0,45.1,18.0,Individual,0.0,0.0,0,2015
20000.0, 36 months,7 years,MORTGAGE,180000.0,Not Verified,Dec-2015,debt_consolidation,TX,25.1,660.0,664.0,0.0,13.0,0.0,59126.0,92.1,30.0,Individual,2.0,0.0,0,2015
10000.0, 36 months,5 years,MORTGAGE,115000.0,Not Verified,Dec-2015,debt_consolidation,RI,23.26,715.0,719.0,0.0,17.0,0.0,25824.0,72.9,39.0,Individual,5.0,0.0,0,2015
34100.0, 60 months,8 years,MORTGAGE,92892.0,Verified,Dec-2015,debt_consolidation,GA,29.14,735.0,739.0,0.0,13.0,0.0,21449.0,65.2,39.0,Individual,2.0,0.0,0,2015
24000.0, 36 months,3 years,RENT,56457.0,Verified,Dec-2015,credit_card,MA,12.37,680.0,684.0,0.0,5.0,0.0,22849.0,86.5,6.0,Individual,0.0,0.0,0,2015
5200.0, 36 months,7 years,MORTGAGE,160000.0,Not Verified,Dec-2015,debt_consolidation,TX,8.0,660.0,664.0,1.0,6.0,0.0,8211.0,39.7,23.0,Individual,4.0,0.0,0,2015
16800.0, 36 months,< 1 year,RENT,50000.0,Source Verified,Dec-2015,debt_consolidation,CO,5.76,675.0,679.0,1.0,10.0,1.0,6920.0,40.7,30.0,Individual,0.0,0.0,0,2015
10000.0, 36 months,7 years,RENT,40000.0,Not Verified,Dec-2015,debt_consolidation,NJ,10.95,665.0,669.0,3.0,4.0,0.0,1252.0,27.2,7.0,Individual,0.0,0.0,0,2015
22000.0, 60 months,10+ years,MORTGAGE,55000.0,Not Verified,Dec-2015,debt_consolidation,MI,22.34,665.0,669.0,1.0,10.0,0.0,39840.0,74.3,25.0,Individual,1.0,0.0,0,2015
28000.0, 36 months,10+ years,MORTGAGE,144000.0,Verified,Dec-2015,debt_consolidation,IL,29.88,715.0,719.0,0.0,16.0,0.0,82471.0,69.0,29.0,Individual,1.0,0.0,0,2015
7200.0, 36 months,10+ years,MORTGAGE,60000.0,Not Verified,Dec-2015,credit_card,TN,20.68,725.0,729.0,0.0,3.0,0.0,4727.0,67.5,22.0,Individual,1.0,0.0,0,2015
18000.0, 36 months,9 years,RENT,41000.0,Not Verified,Dec-2015,debt_consolidation,CA,38.35,690.0,694.0,0.0,12.0,0.0,18982.0,61.8,20.0,Individual,0.0,0.0,0,2015
8400.0, 36 months,1 year,OWN,30000.0,Not Verified,Dec-2015,debt_consolidation,OK,29.2,730.0,734.0,0.0,9.0,0.0,4008.0,46.0,13.0,Individual,0.0,0.0,0,2015
5000.0, 36 months,2 years,RENT,67000.0,Source Verified,Dec-2015,credit_card,PA,31.08,670.0,674.0,2.0,18.0,0.0,16036.0,57.6,38.0,Individual,0.0,0.0,0,2015
5000.0, 36 months,10+ years,RENT,55000.0,Not Verified,Dec-2015,debt_consolidation,CA,10.93,665.0,669.0,1.0,6.0,0.0,6846.0,58.0,11.0,Individual,0.0,0.0,1,2015
2400.0, 36 months,5 years,MORTGAGE,60000.0,Verified,Dec-2015,debt_consolidation,NC,24.14,670.0,674.0,0.0,10.0,0.0,13450.0,62.6,22.0,Individual,1.0,0.0,1,2015
15000.0, 36 months,9 years,OWN,60000.0,Not Verified,Dec-2015,debt_consolidation,TX,21.48,790.0,794.0,0.0,8.0,0.0,12370.0,15.7,16.0,Individual,0.0,0.0,0,2015
6075.0, 36 months,9 years,MORTGAGE,64400.0,Verified,Dec-2015,debt_consolidation,NJ,27.37,730.0,734.0,2.0,17.0,0.0,5633.0,17.7,40.0,Individual,2.0,0.0,0,2015
20000.0, 36 months,2 years,RENT,55000.0,Verified,Dec-2015,debt_consolidation,IL,22.58,670.0,674.0,1.0,11.0,0.0,23324.0,62.9,22.0,Individual,0.0,0.0,0,2015
6025.0, 36 months,10+ years,RENT,110000.0,Verified,Dec-2015,debt_consolidation,MA,21.32,665.0,669.0,2.0,17.0,1.0,7047.0,38.4,37.0,Individual,2.0,1.0,0,2015
8400.0, 36 months,2 years,MORTGAGE,70000.0,Source Verified,Dec-2015,debt_consolidation,GA,12.96,690.0,694.0,0.0,7.0,0.0,4595.0,60.5,36.0,Individual,2.0,0.0,0,2015
15000.0, 60 months,2 years,RENT,90000.0,Not Verified,Dec-2015,debt_consolidation,CA,21.17,710.0,714.0,0.0,14.0,0.0,18385.0,35.0,29.0,Individual,5.0,0.0,0,2015
12000.0, 36 months,< 1 year,MORTGAGE,143000.0,Source Verified,Dec-2015,debt_consolidation,CA,3.61,695.0,699.0,1.0,8.0,0.0,6198.0,30.2,12.0,Individual,2.0,0.0,0,2015
28800.0, 36 months,8 years,MORTGAGE,60000.0,Not Verified,Dec-2015,home_improvement,VA,6.68,700.0,704.0,0.0,9.0,0.0,25166.0,48.0,19.0,Individual,0.0,0.0,0,2015
5000.0, 36 months,10+ years,MORTGAGE,60000.0,Not Verified,Dec-2015,debt_consolidation,CA,19.22,730.0,734.0,0.0,7.0,0.0,5832.0,16.9,19.0,Individual,2.0,0.0,0,2015
5000.0, 36 months,7 years,MORTGAGE,60000.0,Not Verified,Dec-2015,home_improvement,VA,30.24,685.0,689.0,2.0,10.0,0.0,11687.0,44.9,31.0,Individual,1.0,0.0,0,2015
31500.0, 60 months,10+ years,MORTGAGE,120000.0,Source Verified,Dec-2015,debt_consolidation,CA,10.55,755.0,759.0,0.0,7.0,0.0,9374.0,25.5,20.0,Individual,2.0,0.0,0,2015
24000.0, 60 months,10+ years,RENT,165000.0,Source Verified,Dec-2015,debt_consolidation,CA,13.05,660.0,664.0,1.0,13.0,1.0,15347.0,79.1,38.0,Individual,2.0,1.0,0,2015
20000.0, 60 months,< 1 year,MORTGAGE,110000.0,Verified,Dec-2015,debt_consolidation,TX,23.89,670.0,674.0,2.0,18.0,0.0,28645.0,57.0,33.0,Individual,5.0,0.0,1,2015
24000.0, 60 months,2 years,MORTGAGE,110000.0,Verified,Dec-2015,debt_consolidation,MI,20.82,735.0,739.0,0.0,15.0,0.0,26534.0,34.6,35.0,Individual,4.0,0.0,0,2015
21850.0, 60 months,10+ years,MORTGAGE,65000.0,Not Verified,Dec-2015,debt_consolidation,NY,12.74,660.0,664.0,0.0,9.0,0.0,8964.0,97.2,32.0,Individual,4.0,0.0,0,2015
9500.0, 36 months,10+ years,MORTGAGE,126500.0,Not Verified,Dec-2015,home_improvement,AL,8.67,680.0,684.0,0.0,14.0,1.0,5951.0,18.8,47.0,Individual,8.0,1.0,0,2015
20000.0, 36 months,10+ years,MORTGAGE,98000.0,Not Verified,Dec-2015,debt_consolidation,MN,16.7,675.0,679.0,0.0,11.0,0.0,16876.0,71.8,30.0,Individual,5.0,0.0,0,2015
20000.0, 60 months,10+ years,MORTGAGE,135000.0,Source Verified,Dec-2015,home_improvement,TX,26.92,685.0,689.0,4.0,18.0,0.0,49831.0,78.0,30.0,Individual,1.0,0.0,1,2015
20000.0, 60 months,< 1 year,RENT,65000.0,Not Verified,Dec-2015,credit_card,MA,16.93,735.0,739.0,0.0,16.0,0.0,17336.0,24.1,41.0,Individual,0.0,0.0,0,2015
12000.0, 36 months,10+ years,MORTGAGE,50000.0,Not Verified,Dec-2015,credit_card,VA,20.12,790.0,794.0,0.0,13.0,0.0,12242.0,28.9,21.0,Individual,1.0,0.0,0,2015
10000.0, 36 months,10+ years,MORTGAGE,65000.0,Source Verified,Dec-2015,debt_consolidation,AL,14.73,670.0,674.0,0.0,11.0,1.0,8358.0,48.3,22.0,Individual,1.0,1.0,0,2015
12000.0, 60 months,10+ years,MORTGAGE,36500.0,Not Verified,Dec-2015,debt_consolidation,SC,18.91,805.0,809.0,0.0,10.0,0.0,5940.0,26.5,24.0,Individual,2.0,0.0,0,2015
12000.0, 60 months,8 years,MORTGAGE,75000.0,Not Verified,Dec-2015,debt_consolidation,GA,6.4,750.0,754.0,0.0,4.0,0.0,6873.0,59.8,10.0,Individual,2.0,0.0,0,2015
6425.0, 36 months,1 year,RENT,41000.0,Not Verified,Dec-2015,debt_consolidation,NJ,2.87,670.0,674.0,2.0,4.0,1.0,476.0,7.0,13.0,Individual,0.0,1.0,0,2015
12700.0, 36 months,3 years,RENT,32760.0,Not Verified,Dec-2015,debt_consolidation,PA,34.32,675.0,679.0,2.0,21.0,0.0,11472.0,38.1,30.0,Individual,0.0,0.0,0,2015
35000.0, 36 months,10+ years,OWN,121000.0,Source Verified,Dec-2015,credit_card,NY,9.23,680.0,684.0,4.0,27.0,1.0,21876.0,34.8,87.0,Individual,0.0,1.0,0,2015
15000.0, 36 months,2 years,OWN,48000.0,Source Verified,Dec-2015,credit_card,NV,31.29,670.0,674.0,0.0,6.0,0.0,3044.0,41.7,11.0,Individual,0.0,0.0,1,2015
20550.0, 60 months,10+ years,RENT,60000.0,Not Verified,Dec-2015,debt_consolidation,NV,26.38,715.0,719.0,0.0,12.0,0.0,34612.0,39.7,20.0,Individual,4.0,0.0,0,2015
